experiment_id,topology,fault_type,fault_target,window_type,threshold,window_size,wait_duration,minimum_number_of_calls,permitted_calls_half_open,replicate,mode,environment,run_timestamp,git_commit,duration_s,baseline_tps,baseline_error_rate,fault_tps,fault_error_rate,throughput_loss,blast_radius,real_blast_radius,leg_failure_rates,time_to_open,time_to_recover,cb_opened,cb_recovered,lambda_target,lambda_achieved,lambda_cv,lambda_deviation_flag,effective_horizon,occupancy_ratio,inert,injected_toxicity,precondition_ok,excluded_reason
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.71,0.0,3.8,0.8484,0.8165,0.25,0.0,"{""order-service"":0.2981,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.615,24.993,True,True,20.0,20.34,0.0328,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.34,0.0,4.33,0.8504,0.7761,0.25,0.0,"{""order-service"":0.277,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.477,27.497,True,True,20.0,20.242,0.0692,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.12,0.0,5.68,0.8051,0.7029,0.25,0.0,"{""order-service"":0.2826,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.359,48.796,True,True,20.0,19.878,0.031,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.91,0.0,4.5,0.8151,0.774,0.25,0.0,"{""order-service"":0.2884,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.341,51.816,True,True,20.0,19.549,0.0891,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W5-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.12,0.0,4.64,0.8137,0.7802,0.25,0.0,"{""order-service"":0.3278,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.538,48.138,True,True,20.0,19.952,0.0787,False,5.0,1.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.49,0.0,4.8,0.8077,0.7657,0.25,0.0,"{""order-service"":0.3865,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.616,17.453,True,True,20.0,20.618,0.0654,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.07,0.0,4.84,0.8115,0.7586,0.25,0.0,"{""order-service"":0.3558,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.667,17.92,True,True,20.0,19.702,0.0203,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,19.58,0.0,4.56,0.8271,0.7672,0.25,0.0,"{""order-service"":0.4035,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.888,16.461,True,True,20.0,19.874,0.021,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.63,0.0,5.19,0.8193,0.7484,0.25,0.0,"{""order-service"":0.4002,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.813,29.061,True,True,20.0,20.155,0.0461,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.57,0.0,5.76,0.8139,0.72,0.25,0.0,"{""order-service"":0.3879,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.363,30.991,True,True,20.0,19.373,0.0559,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.87,0.0,6.76,0.7892,0.6761,0.25,0.0,"{""order-service"":0.3885,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.584,25.788,True,True,20.0,20.351,0.0667,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.83,0.0,7.37,0.7563,0.6459,0.25,0.0,"{""order-service"":0.354,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.641,47.693,True,True,20.0,20.325,0.0358,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.69,0.0,3.39,0.8899,0.8361,0.25,0.0,"{""order-service"":0.3858,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.769,49.533,True,True,20.0,20.849,0.0622,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W10-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,22.34,0.0,5.89,0.8444,0.7362,0.25,0.0,"{""order-service"":0.3506,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.762,49.421,True,True,20.0,19.781,0.0819,False,10.0,2.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.2,0.0,4.44,0.8526,0.7803,0.25,0.0,"{""order-service"":0.4115,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.513,17.997,True,True,20.0,19.844,0.0333,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.32,0.0,5.05,0.8525,0.7631,0.25,0.0,"{""order-service"":0.4077,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.833,17.642,True,True,20.0,20.016,0.0262,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D5,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.0,0.0,5.9,0.8219,0.7193,0.25,0.0,"{""order-service"":0.4429,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",10.099,17.278,True,True,20.0,20.217,0.0231,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.08,0.0,4.76,0.8692,0.7631,0.25,0.0,"{""order-service"":0.4249,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",10.244,26.868,True,True,20.0,19.629,0.0213,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.74,0.0,6.82,0.789,0.6713,0.25,0.0,"{""order-service"":0.4456,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",10.376,26.526,True,True,20.0,19.995,0.0709,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D15,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.08,0.0,4.11,0.8467,0.7952,0.25,0.0,"{""order-service"":0.4389,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.758,27.287,True,True,20.0,20.336,0.084,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.36,0.0,5.26,0.8586,0.7415,0.25,0.0,"{""order-service"":0.4626,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.88,51.556,True,True,20.0,19.703,0.0355,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,18.6,0.0,5.51,0.8243,0.7039,0.25,0.0,"{""order-service"":0.4867,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.962,40.321,True,True,20.0,19.918,0.0656,False,20.0,4.0,False,1.0,True,
LIN-LAT-CNT-T70-W20-D30,LINEAR,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,21.76,0.0,6.25,0.8314,0.7129,0.25,0.0,"{""order-service"":0.4573,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.587,53.658,True,True,20.0,19.49,0.048,False,20.0,4.0,False,1.0,True,
LIN-LAT-TIM-T30-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,19.46,0.0,5.34,0.8495,0.7257,0.25,0.0,"{""order-service"":0.3313,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.561,22.17,True,True,20.0,19.778,0.0668,False,98.89,19.7781,False,1.0,True,
LIN-LAT-TIM-T30-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,21.38,0.0,5.23,0.7787,0.7553,0.25,0.0,"{""order-service"":0.3421,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.784,23.989,True,True,20.0,20.932,0.0779,False,104.66,20.9317,False,1.0,True,
LIN-LAT-TIM-T30-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,19.28,0.0,5.52,0.7999,0.7139,0.25,0.0,"{""order-service"":0.3306,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.802,25.084,True,True,20.0,19.961,0.0495,False,99.8,19.961,False,1.0,True,
LIN-LAT-TIM-T30-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,19.91,0.0,5.4,0.824,0.7287,0.25,0.0,"{""order-service"":0.293,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.049,41.288,True,True,20.0,19.614,0.0791,False,98.07,19.6136,False,1.0,True,
LIN-LAT-TIM-T30-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,22.13,0.0,6.85,0.794,0.6906,0.25,0.0,"{""order-service"":0.3042,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.704,46.632,True,True,20.0,20.199,0.0609,False,101.0,20.1994,False,1.0,True,
LIN-LAT-TIM-T30-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,20.02,0.0,5.03,0.8518,0.7486,0.25,0.0,"{""order-service"":0.2832,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.726,40.216,True,True,20.0,19.623,0.0441,False,98.12,19.6231,False,1.0,True,
LIN-LAT-TIM-T30-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,20.49,0.0,4.59,0.8829,0.7759,0.25,0.0,"{""order-service"":0.3233,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.86,75.371,True,True,20.0,20.09,0.0404,False,100.45,20.0896,False,1.0,True,
LIN-LAT-TIM-T30-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,21.17,0.0,5.76,0.7948,0.728,0.25,0.0,"{""order-service"":0.3139,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.876,61.876,True,True,20.0,20.522,0.0758,False,102.61,20.5217,False,1.0,True,
LIN-LAT-TIM-T30-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,19.53,0.0,3.87,0.8348,0.8019,0.25,0.0,"{""order-service"":0.3077,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",3.773,56.094,True,True,20.0,19.389,0.0631,False,96.94,19.3888,False,1.0,True,
LIN-LAT-TIM-T30-W10-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,18.92,0.0,5.7,0.8144,0.6986,0.25,0.0,"{""order-service"":0.4544,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.884,30.057,True,True,20.0,20.084,0.0606,False,200.84,40.1687,False,1.0,True,
LIN-LAT-TIM-T30-W10-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,19.95,0.0,5.5,0.823,0.7245,0.25,0.0,"{""order-service"":0.3648,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.29,22.979,True,True,20.0,20.368,0.0789,False,203.68,40.7363,False,1.0,True,
LIN-LAT-TIM-T30-W10-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,20.28,0.0,4.4,0.8278,0.7829,0.25,0.0,"{""order-service"":0.4093,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.427,28.736,True,True,20.0,19.971,0.0594,False,199.71,39.9419,False,1.0,True,
LIN-LAT-TIM-T30-W10-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,20.69,0.0,4.62,0.8259,0.7768,0.25,0.0,"{""order-service"":0.3535,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.717,42.817,True,True,20.0,20.362,0.076,False,203.62,40.7241,False,1.0,True,
LIN-LAT-TIM-T30-W10-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,20.18,0.0,4.11,0.8297,0.7962,0.25,0.0,"{""order-service"":0.4107,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.633,43.303,True,True,20.0,19.724,0.0738,False,197.24,39.4473,False,1.0,True,
LIN-LAT-TIM-T30-W10-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,20.83,0.0,5.33,0.8566,0.7443,0.25,0.0,"{""order-service"":0.4067,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.82,44.963,True,True,20.0,19.468,0.0764,False,194.68,38.935,False,1.0,True,
LIN-LAT-TIM-T30-W10-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,20.08,0.0,5.4,0.7963,0.731,0.25,0.0,"{""order-service"":0.3661,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.557,76.139,True,True,20.0,19.954,0.0782,False,199.54,39.9076,False,1.0,True,
LIN-LAT-TIM-T30-W10-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,19.82,0.0,6.59,0.783,0.6675,0.25,0.0,"{""order-service"":0.3612,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.636,66.225,True,True,20.0,19.083,0.0525,False,190.83,38.1653,False,1.0,True,
LIN-LAT-TIM-T30-W10-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,19.42,0.0,5.93,0.8067,0.6945,0.25,0.0,"{""order-service"":0.3991,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",6.475,75.222,True,True,20.0,19.85,0.0529,False,198.5,39.7003,False,1.0,True,
LIN-LAT-TIM-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,19.75,0.0,5.63,0.8064,0.7149,0.25,0.0,"{""order-service"":0.4464,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.378,25.72,True,True,20.0,20.285,0.0584,False,405.7,81.1409,False,1.0,True,
LIN-LAT-TIM-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,19.39,0.0,5.83,0.7744,0.6995,0.25,0.0,"{""order-service"":0.4867,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.215,25.824,True,True,20.0,20.149,0.0227,False,402.98,80.5966,False,1.0,True,
LIN-LAT-TIM-T30-W20-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,20.12,0.0,4.72,0.7942,0.7652,0.25,0.0,"{""order-service"":0.421,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.734,21.374,True,True,20.0,19.603,0.0201,False,392.07,78.4139,False,1.0,True,
LIN-LAT-TIM-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,20.63,0.0,5.07,0.825,0.7544,0.25,0.0,"{""order-service"":0.4826,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.874,39.426,True,True,20.0,19.676,0.0218,False,393.52,78.7049,False,1.0,True,
LIN-LAT-TIM-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,20.84,0.0,5.03,0.8089,0.7585,0.25,0.0,"{""order-service"":0.444,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",10.361,44.111,True,True,20.0,19.675,0.0631,False,393.51,78.7016,False,1.0,True,
LIN-LAT-TIM-T30-W20-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,19.74,0.0,4.4,0.8618,0.7773,0.25,0.0,"{""order-service"":0.4685,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.711,44.344,True,True,20.0,20.161,0.0664,False,403.21,80.6422,False,1.0,True,
LIN-LAT-TIM-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,20.41,0.0,5.97,0.7755,0.7077,0.25,0.0,"{""order-service"":0.481,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.85,68.916,True,True,20.0,19.998,0.0817,False,399.95,79.99,False,1.0,True,
LIN-LAT-TIM-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,20.5,0.0,5.69,0.8253,0.7224,0.25,0.0,"{""order-service"":0.4802,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",9.879,66.158,True,True,20.0,20.309,0.0691,False,406.19,81.2371,False,1.0,True,
LIN-LAT-TIM-T30-W20-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,21.72,0.0,5.74,0.7869,0.7359,0.25,0.0,"{""order-service"":0.4665,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",10.023,61.974,True,True,20.0,20.003,0.0684,False,400.07,80.0137,False,1.0,True,
LIN-LAT-TIM-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.89,0.0,5.78,0.8322,0.7233,0.25,0.0,"{""order-service"":0.3006,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.285,23.881,True,True,20.0,19.336,0.0687,False,96.68,19.3364,False,1.0,True,
LIN-LAT-TIM-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.36,0.0,4.03,0.8873,0.802,0.25,0.0,"{""order-service"":0.3006,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.222,24.082,True,True,20.0,19.174,0.0748,False,95.87,19.1739,False,1.0,True,
LIN-LAT-TIM-T50-W5-D5,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.91,0.0,7.58,0.7322,0.6373,0.25,0.0,"{""order-service"":0.2935,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.428,25.362,True,True,20.0,19.833,0.0304,False,99.17,19.833,False,1.0,True,
LIN-LAT-TIM-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,18.69,0.0,5.22,0.8174,0.7207,0.25,0.0,"{""order-service"":0.3218,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",4.947,40.045,True,True,20.0,19.62,0.0394,False,98.1,19.6197,False,1.0,True,
LIN-LAT-TIM-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,21.21,0.0,5.33,0.8254,0.7486,0.25,0.0,"{""order-service"":0.2983,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.2,45.692,True,True,20.0,19.628,0.0499,False,98.14,19.6282,False,1.0,True,
LIN-LAT-TIM-T50-W5-D15,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,20.47,0.0,3.89,0.8442,0.81,0.25,0.0,"{""order-service"":0.3587,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.304,43.927,True,True,20.0,20.609,0.0771,False,103.04,20.6087,False,1.0,True,
LIN-LAT-TIM-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,21.82,0.0,4.82,0.8486,0.7793,0.25,0.0,"{""order-service"":0.3607,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.48,75.046,True,True,20.0,19.698,0.0742,False,98.49,19.6983,False,1.0,True,
LIN-LAT-TIM-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,20.82,0.0,6.47,0.7737,0.689,0.25,0.0,"{""order-service"":0.3299,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.231,87.364,True,True,20.0,19.931,0.0665,False,99.65,19.9308,False,1.0,True,
LIN-LAT-TIM-T50-W5-D30,LINEAR,LATENCY,inventory-service-proxy,TIME_BASED,50,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,20.0,0.0,5.47,0.7706,0.7264,0.25,0.0,"{""order-service"":0.3353,""inventory-service"":0.0,""payment-service"":0.0,""notification-service"":0.0}",5.277,70.528,True,True,20.0,20.227,0.0323,False,101.14,20.2271,False,1.0,True,
