run_index,run_order_seed,arm,direction,experiment_id,topology,fault_type,window_type,threshold,window_size,wait_duration,lambda_target,replicate,effective_horizon_nominal,matched_to_count_w,feasible,infeasible_reason
,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W6400-D15-L320-MH6400,LINEAR,LATENCY,COUNT_BASED,50,6400,15,320,3,6400.0,20,0,W = lambda*T = 6400 calls exceeds the 1000-call slidingWindowSize ceiling
,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W6400-D15-L320-MH6400,LINEAR,LATENCY,COUNT_BASED,50,6400,15,320,4,6400.0,20,0,W = lambda*T = 6400 calls exceeds the 1000-call slidingWindowSize ceiling
,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W6400-D15-L320-MH6400,LINEAR,LATENCY,COUNT_BASED,50,6400,15,320,5,6400.0,20,0,W = lambda*T = 6400 calls exceeds the 1000-call slidingWindowSize ceiling
10,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W800-D15-L80-MH800,LINEAR,LATENCY,COUNT_BASED,50,800,15,80,1,800.0,10,1,
272,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W800-D15-L80-MH800,LINEAR,LATENCY,COUNT_BASED,50,800,15,80,2,800.0,10,1,
292,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W800-D15-L80-MH800,LINEAR,LATENCY,COUNT_BASED,50,800,15,80,3,800.0,10,1,
57,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W800-D15-L80-MH800,LINEAR,LATENCY,COUNT_BASED,50,800,15,80,4,800.0,10,1,
223,20260811,matched_horizon,W_from_T,LIN-LAT-CNT-T50-W800-D15-L80-MH800,LINEAR,LATENCY,COUNT_BASED,50,800,15,80,5,800.0,10,1,
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,20,1,10.0,10,0,T = W/lambda = 0.500s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,20,2,10.0,10,0,T = W/lambda = 0.500s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,20,3,10.0,10,0,T = W/lambda = 0.500s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,20,4,10.0,10,0,T = W/lambda = 0.500s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,20,5,10.0,10,0,T = W/lambda = 0.500s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,20,1,5.0,5,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,20,2,5.0,5,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,20,3,5.0,5,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,20,4,5.0,5,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L20-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,20,5,5.0,5,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,320,1,10.0,10,0,T = W/lambda = 0.031s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,320,2,10.0,10,0,T = W/lambda = 0.031s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,320,3,10.0,10,0,T = W/lambda = 0.031s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,320,4,10.0,10,0,T = W/lambda = 0.031s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,320,5,10.0,10,0,T = W/lambda = 0.031s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,320,1,20.0,20,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,320,2,20.0,20,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,320,3,20.0,20,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,320,4,20.0,20,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,320,5,20.0,20,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,320,1,5.0,5,0,T = W/lambda = 0.016s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,320,2,5.0,5,0,T = W/lambda = 0.016s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,320,3,5.0,5,0,T = W/lambda = 0.016s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,320,4,5.0,5,0,T = W/lambda = 0.016s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L320-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,320,5,5.0,5,0,T = W/lambda = 0.016s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,80,1,10.0,10,0,T = W/lambda = 0.125s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,80,2,10.0,10,0,T = W/lambda = 0.125s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,80,3,10.0,10,0,T = W/lambda = 0.125s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,80,4,10.0,10,0,T = W/lambda = 0.125s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH10,LINEAR,LATENCY,TIME_BASED,50,0,15,80,5,10.0,10,0,T = W/lambda = 0.125s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,80,1,20.0,20,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,80,2,20.0,20,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,80,3,20.0,20,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,80,4,20.0,20,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH20,LINEAR,LATENCY,TIME_BASED,50,0,15,80,5,20.0,20,0,T = W/lambda = 0.250s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,80,1,5.0,5,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,80,2,5.0,5,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,80,3,5.0,5,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,80,4,5.0,5,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W0-D15-L80-MH5,LINEAR,LATENCY,TIME_BASED,50,0,15,80,5,5.0,5,0,T = W/lambda = 0.062s rounds below the 1s configuration resolution
124,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L20-MH20,LINEAR,LATENCY,TIME_BASED,50,1,15,20,1,20.0,20,1,
39,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L20-MH20,LINEAR,LATENCY,TIME_BASED,50,1,15,20,2,20.0,20,1,
27,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L20-MH20,LINEAR,LATENCY,TIME_BASED,50,1,15,20,3,20.0,20,1,
203,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L20-MH20,LINEAR,LATENCY,TIME_BASED,50,1,15,20,4,20.0,20,1,
15,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L20-MH20,LINEAR,LATENCY,TIME_BASED,50,1,15,20,5,20.0,20,1,
8,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L5-MH5,LINEAR,LATENCY,TIME_BASED,50,1,15,5,1,5.0,5,1,
165,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L5-MH5,LINEAR,LATENCY,TIME_BASED,50,1,15,5,2,5.0,5,1,
2,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L5-MH5,LINEAR,LATENCY,TIME_BASED,50,1,15,5,3,5.0,5,1,
82,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L5-MH5,LINEAR,LATENCY,TIME_BASED,50,1,15,5,4,5.0,5,1,
256,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W1-D15-L5-MH5,LINEAR,LATENCY,TIME_BASED,50,1,15,5,5,5.0,5,1,
145,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W2-D15-L5-MH10,LINEAR,LATENCY,TIME_BASED,50,2,15,5,1,10.0,10,1,
45,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W2-D15-L5-MH10,LINEAR,LATENCY,TIME_BASED,50,2,15,5,2,10.0,10,1,
239,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W2-D15-L5-MH10,LINEAR,LATENCY,TIME_BASED,50,2,15,5,3,10.0,10,1,
74,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W2-D15-L5-MH10,LINEAR,LATENCY,TIME_BASED,50,2,15,5,4,10.0,10,1,
289,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W2-D15-L5-MH10,LINEAR,LATENCY,TIME_BASED,50,2,15,5,5,10.0,10,1,
262,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W4-D15-L5-MH20,LINEAR,LATENCY,TIME_BASED,50,4,15,5,1,20.0,20,1,
274,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W4-D15-L5-MH20,LINEAR,LATENCY,TIME_BASED,50,4,15,5,2,20.0,20,1,
32,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W4-D15-L5-MH20,LINEAR,LATENCY,TIME_BASED,50,4,15,5,3,20.0,20,1,
94,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W4-D15-L5-MH20,LINEAR,LATENCY,TIME_BASED,50,4,15,5,4,20.0,20,1,
184,20260811,matched_horizon,T_from_W,LIN-LAT-TIM-T50-W4-D15-L5-MH20,LINEAR,LATENCY,TIME_BASED,50,4,15,5,5,20.0,20,1,
89,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,1,10.0,,1,
257,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,2,10.0,,1,
101,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,3,10.0,,1,
172,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,4,10.0,,1,
244,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,5,10.0,,1,
120,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,6,10.0,,1,
123,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,7,10.0,,1,
248,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,8,10.0,,1,
79,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,9,10.0,,1,
208,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L20,LINEAR,NONE,COUNT_BASED,50,10,15,20,10,10.0,,1,
243,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,1,10.0,,1,
212,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,2,10.0,,1,
30,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,3,10.0,,1,
266,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,4,10.0,,1,
227,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,5,10.0,,1,
41,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,6,10.0,,1,
17,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,7,10.0,,1,
253,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,8,10.0,,1,
46,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,9,10.0,,1,
238,20260811,null_control,,LIN-NUL-CNT-T50-W10-D15-L80,LINEAR,NONE,COUNT_BASED,50,10,15,80,10,10.0,,1,
47,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,1,20.0,,1,
235,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,2,20.0,,1,
36,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,3,20.0,,1,
84,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,4,20.0,,1,
268,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,5,20.0,,1,
24,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,6,20.0,,1,
228,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,7,20.0,,1,
103,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,8,20.0,,1,
140,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,9,20.0,,1,
169,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L20,LINEAR,NONE,COUNT_BASED,50,20,15,20,10,20.0,,1,
44,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,1,20.0,,1,
202,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,2,20.0,,1,
255,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,3,20.0,,1,
119,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,4,20.0,,1,
213,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,5,20.0,,1,
245,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,6,20.0,,1,
113,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,7,20.0,,1,
178,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,8,20.0,,1,
166,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,9,20.0,,1,
188,20260811,null_control,,LIN-NUL-CNT-T50-W20-D15-L80,LINEAR,NONE,COUNT_BASED,50,20,15,80,10,20.0,,1,
28,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,1,5.0,,1,
50,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,2,5.0,,1,
252,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,3,5.0,,1,
197,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,4,5.0,,1,
183,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,5,5.0,,1,
76,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,6,5.0,,1,
143,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,7,5.0,,1,
251,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,8,5.0,,1,
49,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,9,5.0,,1,
26,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L20,LINEAR,NONE,COUNT_BASED,50,5,15,20,10,5.0,,1,
14,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,1,5.0,,1,
176,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,2,5.0,,1,
163,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,3,5.0,,1,
242,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,4,5.0,,1,
192,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,5,5.0,,1,
196,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,6,5.0,,1,
171,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,7,5.0,,1,
121,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,8,5.0,,1,
86,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,9,5.0,,1,
95,20260811,null_control,,LIN-NUL-CNT-T50-W5-D15-L80,LINEAR,NONE,COUNT_BASED,50,5,15,80,10,5.0,,1,
122,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,1,200.0,,1,
282,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,2,200.0,,1,
219,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,3,200.0,,1,
285,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,4,200.0,,1,
136,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,5,200.0,,1,
293,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,6,200.0,,1,
221,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,7,200.0,,1,
210,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,8,200.0,,1,
4,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,9,200.0,,1,
153,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L20,LINEAR,NONE,TIME_BASED,50,10,15,20,10,200.0,,1,
99,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,1,800.0,,1,
88,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,2,800.0,,1,
168,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,3,800.0,,1,
231,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,4,800.0,,1,
273,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,5,800.0,,1,
204,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,6,800.0,,1,
54,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,7,800.0,,1,
258,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,8,800.0,,1,
216,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,9,800.0,,1,
186,20260811,null_control,,LIN-NUL-TIM-T50-W10-D15-L80,LINEAR,NONE,TIME_BASED,50,10,15,80,10,800.0,,1,
237,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,1,400.0,,1,
278,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,2,400.0,,1,
132,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,3,400.0,,1,
29,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,4,400.0,,1,
146,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,5,400.0,,1,
66,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,6,400.0,,1,
115,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,7,400.0,,1,
263,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,8,400.0,,1,
264,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,9,400.0,,1,
158,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L20,LINEAR,NONE,TIME_BASED,50,20,15,20,10,400.0,,1,
160,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,1,1600.0,,1,
68,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,2,1600.0,,1,
118,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,3,1600.0,,1,
199,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,4,1600.0,,1,
63,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,5,1600.0,,1,
117,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,6,1600.0,,1,
