experiment_id,topology,fault_type,fault_target,window_type,threshold,window_size,wait_duration,minimum_number_of_calls,permitted_calls_half_open,replicate,mode,environment,run_timestamp,git_commit,duration_s,baseline_tps,baseline_error_rate,fault_tps,fault_error_rate,throughput_loss,blast_radius,real_blast_radius,leg_failure_rates,time_to_open,time_to_recover,cb_opened,cb_recovered,lambda_target,lambda_achieved,lambda_cv,lambda_deviation_flag,effective_horizon,occupancy_ratio,inert,injected_toxicity,precondition_ok,excluded_reason
FAN-LAT-CNT-T70-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,21.67,0.0,5.71,0.8104,0.7366,0.5,0.25,"{""order-service"":0.4696,""inventory-service"":0.6633,""payment-service"":0.3778,""notification-service"":0.0912}",4.652,28.255,True,True,20.0,19.191,0.0891,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.63,0.0,3.62,0.86,0.8246,0.5,0.25,"{""order-service"":0.2599,""inventory-service"":0.7134,""payment-service"":0.4374,""notification-service"":0.0268}",4.446,27.629,True,True,20.0,19.913,0.0697,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.93,0.0,4.18,0.8261,0.8001,0.25,0.25,"{""order-service"":0.3168,""inventory-service"":0.6632,""payment-service"":0.2791,""notification-service"":0.086}",4.488,31.098,True,True,20.0,19.897,0.0636,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.42,0.0,6.36,0.7714,0.6884,0.25,0.25,"{""order-service"":0.3683,""inventory-service"":0.5423,""payment-service"":0.3683,""notification-service"":0.103}",4.552,41.462,True,True,20.0,20.493,0.0495,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.34,0.0,3.95,0.8482,0.8058,0.25,0.25,"{""order-service"":0.4061,""inventory-service"":0.6527,""payment-service"":0.2699,""notification-service"":0.1214}",4.315,57.035,True,True,20.0,19.625,0.0366,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.45,0.0,5.57,0.8172,0.7277,0.5,0.25,"{""order-service"":0.1473,""inventory-service"":0.6391,""payment-service"":0.435,""notification-service"":0.0723}",4.38,51.512,True,True,20.0,19.73,0.0619,False,5.0,1.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.49,0.0,4.59,0.8829,0.7759,0.25,0.25,"{""order-service"":0.3516,""inventory-service"":0.6912,""payment-service"":0.4016,""notification-service"":0.1314}",5.61,15.785,True,True,20.0,20.09,0.0404,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.72,0.0,3.88,0.8714,0.8127,0.25,0.25,"{""order-service"":0.3739,""inventory-service"":0.7243,""payment-service"":0.4006,""notification-service"":0.0}",5.888,14.628,True,True,20.0,19.506,0.071,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,21.54,0.0,5.66,0.8086,0.7372,0.25,0.25,"{""order-service"":0.2669,""inventory-service"":0.6074,""payment-service"":0.267,""notification-service"":0.1455}",5.683,15.671,True,True,20.0,21.007,0.0209,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.72,0.0,4.26,0.8195,0.784,0.25,0.25,"{""order-service"":0.1932,""inventory-service"":0.6565,""payment-service"":0.2099,""notification-service"":0.1356}",5.838,27.134,True,True,20.0,20.248,0.0341,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.48,0.0,3.81,0.8545,0.8142,0.25,0.25,"{""order-service"":0.3326,""inventory-service"":0.6491,""payment-service"":0.3014,""notification-service"":0.1717}",5.973,29.41,True,True,20.0,20.275,0.0313,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,19.93,0.0,4.49,0.8073,0.7747,0.5,0.5,"{""order-service"":0.5051,""inventory-service"":0.6947,""payment-service"":0.3439,""notification-service"":0.1287}",5.826,26.767,True,True,20.0,20.265,0.0738,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.89,0.0,5.35,0.8437,0.7437,0.5,0.25,"{""order-service"":0.4663,""inventory-service"":0.6968,""payment-service"":0.2042,""notification-service"":0.1011}",5.856,53.054,True,True,20.0,19.752,0.0553,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.83,0.0,4.08,0.8561,0.7944,0.25,0.25,"{""order-service"":0.4129,""inventory-service"":0.6369,""payment-service"":0.2811,""notification-service"":0.1474}",5.549,48.788,True,True,20.0,20.021,0.0663,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,19.42,0.0,5.93,0.8067,0.6945,0.25,0.25,"{""order-service"":0.3249,""inventory-service"":0.6581,""payment-service"":0.3993,""notification-service"":0.0985}",5.759,48.654,True,True,20.0,19.85,0.0529,False,10.0,2.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.92,0.0,5.13,0.8287,0.755,0.25,0.25,"{""order-service"":0.2311,""inventory-service"":0.7042,""payment-service"":0.1635,""notification-service"":0.071}",9.395,17.738,True,True,20.0,19.728,0.0519,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.5,0.0,4.9,0.8184,0.761,0.25,0.25,"{""order-service"":0.2865,""inventory-service"":0.7015,""payment-service"":0.1913,""notification-service"":0.0612}",9.89,18.972,True,True,20.0,19.432,0.0623,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,65.0,20.57,0.0,5.08,0.8046,0.7529,0.25,0.25,"{""order-service"":0.246,""inventory-service"":0.6704,""payment-service"":0.334,""notification-service"":0.0499}",9.496,19.987,True,True,20.0,20.201,0.0217,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.1,0.0,5.85,0.8158,0.7092,0.25,0.25,"{""order-service"":0.1967,""inventory-service"":0.6265,""payment-service"":0.1505,""notification-service"":0.143}",9.916,26.75,True,True,20.0,20.487,0.0436,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.49,0.0,5.23,0.8163,0.7448,0.25,0.25,"{""order-service"":0.2402,""inventory-service"":0.6449,""payment-service"":0.2407,""notification-service"":0.0702}",9.785,25.912,True,True,20.0,20.357,0.0817,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,75.0,20.85,0.0,3.86,0.875,0.8147,0.25,0.25,"{""order-service"":0.1954,""inventory-service"":0.7094,""payment-service"":0.3203,""notification-service"":0.0788}",9.482,27.486,True,True,20.0,19.712,0.0209,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.27,0.0,5.3,0.8563,0.7386,0.25,0.25,"{""order-service"":0.199,""inventory-service"":0.6111,""payment-service"":0.2988,""notification-service"":0.0162}",10.08,49.338,True,True,20.0,19.967,0.0655,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.36,0.0,4.03,0.8873,0.802,0.25,0.25,"{""order-service"":0.3001,""inventory-service"":0.6657,""payment-service"":0.245,""notification-service"":0.0304}",9.58,50.581,True,True,20.0,19.174,0.0748,False,20.0,4.0,False,1.0,True,
FAN-LAT-CNT-T70-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,COUNT_BASED,70,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,90.0,20.42,0.0,4.95,0.8476,0.7578,0.25,0.25,"{""order-service"":0.1375,""inventory-service"":0.6658,""payment-service"":0.3402,""notification-service"":0.1594}",10.195,51.025,True,True,20.0,20.241,0.0557,False,20.0,4.0,False,1.0,True,
FAN-LAT-TIM-T30-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.39,0.0,6.71,0.7857,0.6706,0.75,0.5,"{""order-service"":0.7026,""inventory-service"":0.7027,""payment-service"":0.4559,""notification-service"":0.0632}",3.631,24.07,True,True,20.0,20.575,0.0618,False,102.88,20.5753,False,1.0,True,
FAN-LAT-TIM-T30-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,19.92,0.0,4.92,0.8316,0.7532,0.75,0.75,"{""order-service"":0.5231,""inventory-service"":0.7124,""payment-service"":0.7981,""notification-service"":0.1653}",3.75,26.758,True,True,20.0,20.123,0.0368,False,100.62,20.1235,False,1.0,True,
FAN-LAT-TIM-T30-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,22.26,0.0,7.0,0.7998,0.6856,0.5,0.25,"{""order-service"":0.4023,""inventory-service"":0.6822,""payment-service"":0.4575,""notification-service"":0.1153}",3.787,28.669,True,True,20.0,19.523,0.0392,False,97.61,19.5227,False,1.0,True,
FAN-LAT-TIM-T30-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,20.97,0.0,5.15,0.8002,0.7543,0.75,0.5,"{""order-service"":0.4423,""inventory-service"":0.6542,""payment-service"":0.501,""notification-service"":0.0826}",3.694,34.926,True,True,20.0,20.233,0.0323,False,101.17,20.2333,False,1.0,True,
FAN-LAT-TIM-T30-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,19.03,0.0,5.1,0.8095,0.7319,0.75,0.75,"{""order-service"":0.6166,""inventory-service"":0.6537,""payment-service"":0.6537,""notification-service"":0.0974}",3.615,37.33,True,True,20.0,20.174,0.043,False,100.87,20.1738,False,1.0,True,
FAN-LAT-TIM-T30-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,21.31,0.0,7.13,0.7826,0.6654,0.75,0.5,"{""order-service"":0.471,""inventory-service"":0.6678,""payment-service"":0.7227,""notification-service"":0.0356}",3.939,36.682,True,True,20.0,20.103,0.049,False,100.51,20.1027,False,1.0,True,
FAN-LAT-TIM-T30-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,20.64,0.0,5.77,0.7527,0.7204,0.5,0.5,"{""order-service"":0.2533,""inventory-service"":0.6586,""payment-service"":0.7666,""notification-service"":0.0285}",4.075,65.219,True,True,20.0,20.143,0.0528,False,100.71,20.1429,False,1.0,True,
FAN-LAT-TIM-T30-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,20.23,0.0,4.48,0.8311,0.7787,0.75,0.75,"{""order-service"":0.8418,""inventory-service"":0.5987,""payment-service"":0.5619,""notification-service"":0.059}",3.865,68.009,True,True,20.0,19.856,0.0788,False,99.28,19.8555,False,1.0,True,
FAN-LAT-TIM-T30-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,5,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,21.68,0.0,5.08,0.8184,0.7655,0.5,0.5,"{""order-service"":0.4123,""inventory-service"":0.6964,""payment-service"":0.9087,""notification-service"":0.0173}",3.684,76.308,True,True,20.0,20.617,0.0845,False,103.08,20.617,False,1.0,True,
FAN-LAT-TIM-T30-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,20.17,0.0,5.06,0.799,0.749,0.5,0.25,"{""order-service"":0.362,""inventory-service"":0.6801,""payment-service"":0.4836,""notification-service"":0.0576}",6.514,21.079,True,True,20.0,20.006,0.0341,False,200.06,40.0129,False,1.0,True,
FAN-LAT-TIM-T30-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,20.99,0.0,5.85,0.8447,0.7213,0.5,0.5,"{""order-service"":0.3899,""inventory-service"":0.6273,""payment-service"":0.6042,""notification-service"":0.1141}",6.573,26.054,True,True,20.0,19.861,0.0498,False,198.61,39.7218,False,1.0,True,
FAN-LAT-TIM-T30-W10-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,135.0,20.05,0.0,4.65,0.8722,0.7682,0.5,0.25,"{""order-service"":0.3746,""inventory-service"":0.681,""payment-service"":0.4244,""notification-service"":0.0813}",6.42,25.932,True,True,20.0,19.337,0.0509,False,193.37,38.6733,False,1.0,True,
FAN-LAT-TIM-T30-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,20.34,0.0,6.48,0.7632,0.6812,0.75,0.75,"{""order-service"":0.5996,""inventory-service"":0.6506,""payment-service"":0.6434,""notification-service"":0.1189}",6.683,39.795,True,True,20.0,19.683,0.0443,False,196.83,39.3654,False,1.0,True,
FAN-LAT-TIM-T30-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,21.55,0.0,6.55,0.8063,0.6962,0.25,0.25,"{""order-service"":0.2684,""inventory-service"":0.6931,""payment-service"":0.403,""notification-service"":0.0521}",6.725,43.635,True,True,20.0,20.16,0.0272,False,201.6,40.3196,False,1.0,True,
FAN-LAT-TIM-T30-W10-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,145.0,19.49,0.0,4.1,0.8326,0.7896,0.25,0.25,"{""order-service"":0.1919,""inventory-service"":0.7004,""payment-service"":0.2587,""notification-service"":0.0801}",6.683,42.892,True,True,20.0,20.176,0.0375,False,201.76,40.3515,False,1.0,True,
FAN-LAT-TIM-T30-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,20.22,0.0,4.52,0.8261,0.7764,0.75,0.75,"{""order-service"":0.6271,""inventory-service"":0.6865,""payment-service"":0.5834,""notification-service"":0.0583}",6.258,58.108,True,True,20.0,19.75,0.0834,False,197.5,39.4998,False,1.0,True,
FAN-LAT-TIM-T30-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,21.78,0.0,5.45,0.7925,0.7497,0.5,0.5,"{""order-service"":0.6488,""inventory-service"":0.74,""payment-service"":0.2484,""notification-service"":0.0287}",6.673,74.15,True,True,20.0,20.584,0.0847,False,205.84,41.1674,False,1.0,True,
FAN-LAT-TIM-T30-W10-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,10,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,160.0,19.67,0.0,4.46,0.8314,0.7732,0.75,0.75,"{""order-service"":0.6073,""inventory-service"":0.6496,""payment-service"":0.7906,""notification-service"":0.135}",6.86,66.486,True,True,20.0,19.553,0.0823,False,195.53,39.1065,False,1.0,True,
FAN-LAT-TIM-T30-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,20.69,0.0,5.03,0.8474,0.7568,0.5,0.5,"{""order-service"":0.5617,""inventory-service"":0.7064,""payment-service"":0.3983,""notification-service"":0.0505}",10.13,22.716,True,True,20.0,19.776,0.0469,False,395.51,79.1026,False,1.0,True,
FAN-LAT-TIM-T30-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,20.85,0.0,5.4,0.8207,0.7409,0.75,0.25,"{""order-service"":0.4771,""inventory-service"":0.6175,""payment-service"":0.4981,""notification-service"":0.139}",9.623,22.422,True,True,20.0,19.933,0.0516,False,398.66,79.7326,False,1.0,True,
FAN-LAT-TIM-T30-W20-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,235.0,21.39,0.0,3.42,0.8934,0.8399,0.5,0.5,"{""order-service"":0.5553,""inventory-service"":0.735,""payment-service"":0.3751,""notification-service"":0.1498}",10.393,28.074,True,True,20.0,20.916,0.0359,False,418.33,83.665,False,1.0,True,
FAN-LAT-TIM-T30-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,21.06,0.0,5.74,0.7773,0.7274,0.25,0.25,"{""order-service"":0.3038,""inventory-service"":0.6491,""payment-service"":0.2786,""notification-service"":0.116}",9.704,38.878,True,True,20.0,19.884,0.0498,False,397.69,79.5372,False,1.0,True,
FAN-LAT-TIM-T30-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,20.06,0.0,5.05,0.8348,0.7483,0.5,0.5,"{""order-service"":0.3858,""inventory-service"":0.6572,""payment-service"":0.5778,""notification-service"":0.1835}",10.351,44.115,True,True,20.0,19.452,0.0705,False,389.03,77.8067,False,1.0,True,
FAN-LAT-TIM-T30-W20-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,245.0,19.65,0.0,3.57,0.8463,0.8182,0.25,0.25,"{""order-service"":0.2685,""inventory-service"":0.6838,""payment-service"":0.3552,""notification-service"":0.1494}",10.35,32.345,True,True,20.0,20.515,0.0759,False,410.31,82.0611,False,1.0,True,
FAN-LAT-TIM-T30-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,18.6,0.0,4.74,0.8247,0.745,0.25,0.25,"{""order-service"":0.2756,""inventory-service"":0.6085,""payment-service"":0.164,""notification-service"":0.1238}",9.25,86.894,True,True,20.0,19.666,0.033,False,393.32,78.6635,False,1.0,True,
FAN-LAT-TIM-T30-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,21.25,0.0,4.67,0.836,0.78,0.5,0.5,"{""order-service"":0.5151,""inventory-service"":0.7569,""payment-service"":0.3731,""notification-service"":0.1013}",10.083,78.961,True,True,20.0,20.377,0.0609,False,407.54,81.5085,False,1.0,True,
FAN-LAT-TIM-T30-W20-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,30,20,30,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,260.0,20.45,0.0,5.5,0.8099,0.731,0.5,0.25,"{""order-service"":0.4712,""inventory-service"":0.7267,""payment-service"":0.3712,""notification-service"":0.049}",9.784,77.679,True,True,20.0,20.123,0.0711,False,402.45,80.4906,False,1.0,True,
FAN-LAT-TIM-T50-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,21.9,0.0,7.13,0.7247,0.6744,0.5,0.25,"{""order-service"":0.4016,""inventory-service"":0.6735,""payment-service"":0.4205,""notification-service"":0.1349}",4.915,21.695,True,True,20.0,19.622,0.0242,False,98.11,19.6224,False,1.0,True,
FAN-LAT-TIM-T50-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.28,0.0,5.76,0.7462,0.7161,0.5,0.25,"{""order-service"":0.3051,""inventory-service"":0.6318,""payment-service"":0.433,""notification-service"":0.1928}",5.43,22.463,True,True,20.0,20.05,0.0408,False,100.25,20.0503,False,1.0,True,
FAN-LAT-TIM-T50-W5-D5,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,5,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,85.0,20.34,0.0,4.65,0.8222,0.7712,0.5,0.25,"{""order-service"":0.4552,""inventory-service"":0.7113,""payment-service"":0.4063,""notification-service"":0.0}",5.245,26.246,True,True,20.0,19.548,0.0265,False,97.74,19.5481,False,1.0,True,
FAN-LAT-TIM-T50-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,19.64,0.0,3.58,0.8894,0.8179,0.5,0.25,"{""order-service"":0.3868,""inventory-service"":0.6857,""payment-service"":0.4658,""notification-service"":0.0705}",5.404,41.631,True,True,20.0,18.738,0.0894,False,93.69,18.7385,False,1.0,True,
FAN-LAT-TIM-T50-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,2,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,21.05,0.0,5.64,0.8309,0.7322,0.75,0.25,"{""order-service"":0.4717,""inventory-service"":0.6405,""payment-service"":0.4706,""notification-service"":0.162}",5.407,43.078,True,True,20.0,19.676,0.0809,False,98.38,19.6758,False,1.0,True,
FAN-LAT-TIM-T50-W5-D15,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,15,5,5,3,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,95.0,19.5,0.0,4.76,0.8126,0.756,0.5,0.25,"{""order-service"":0.3203,""inventory-service"":0.687,""payment-service"":0.464,""notification-service"":0.0818}",5.495,33.89,True,True,20.0,20.106,0.0752,False,100.53,20.106,False,1.0,True,
FAN-LAT-TIM-T50-W5-D30,FAN_OUT,LATENCY,inventory-service-proxy,TIME_BASED,50,5,30,5,5,1,full,SYNTHETIC_PREVIEW,1970-01-01T00:00:00Z,SYNTHETIC,110.0,19.84,0.0,3.83,0.8615,0.807,0.75,0.5,"{""order-service"":0.5957,""inventory-service"":0.5985,""payment-service"":0.4825,""notification-service"":0.1362}",5.311,69.126,True,True,20.0,20.305,0.0779,False,101.52,20.3046,False,1.0,True,
